section,name,url
rnrs arithmetic fixnums,fx>?,rnrs-arithmetic-fixnums.html#index-fx_003e_003f
rnrs arithmetic fixnums,fxand,rnrs-arithmetic-fixnums.html#index-fxand
rnrs arithmetic fixnums,fxarithmetic-shift,rnrs-arithmetic-fixnums.html#index-fxarithmetic_002dshift
rnrs arithmetic fixnums,fxarithmetic-shift-left,rnrs-arithmetic-fixnums.html#index-fxarithmetic_002dshift_002dleft
rnrs arithmetic fixnums,fxarithmetic-shift-right,rnrs-arithmetic-fixnums.html#index-fxarithmetic_002dshift_002dright
rnrs arithmetic fixnums,fxbit-count,rnrs-arithmetic-fixnums.html#index-fxbit_002dcount
rnrs arithmetic fixnums,fxbit-field,rnrs-arithmetic-fixnums.html#index-fxbit_002dfield
rnrs arithmetic fixnums,fxbit-set?,rnrs-arithmetic-fixnums.html#index-fxbit_002dset_003f
rnrs arithmetic fixnums,fxcopy-bit,rnrs-arithmetic-fixnums.html#index-fxcopy_002dbit
rnrs arithmetic fixnums,fxcopy-bit-field,rnrs-arithmetic-fixnums.html#index-fxcopy_002dbit_002dfield
rnrs arithmetic fixnums,fxdiv,rnrs-arithmetic-fixnums.html#index-fxdiv
rnrs arithmetic fixnums,fxdiv-and-mod,rnrs-arithmetic-fixnums.html#index-fxdiv_002dand_002dmod
rnrs arithmetic fixnums,fxdiv0,rnrs-arithmetic-fixnums.html#index-fxdiv0
rnrs arithmetic fixnums,fxdiv0-and-mod0,rnrs-arithmetic-fixnums.html#index-fxdiv0_002dand_002dmod0
rnrs arithmetic fixnums,fxeven?,rnrs-arithmetic-fixnums.html#index-fxeven_003f
rnrs arithmetic fixnums,fxfirst-bit-set,rnrs-arithmetic-fixnums.html#index-fxfirst_002dbit_002dset
rnrs arithmetic fixnums,fxif,rnrs-arithmetic-fixnums.html#index-fxif
rnrs arithmetic fixnums,fxior,rnrs-arithmetic-fixnums.html#index-fxior
rnrs arithmetic fixnums,fxlength,rnrs-arithmetic-fixnums.html#index-fxlength
rnrs arithmetic fixnums,fxmax,rnrs-arithmetic-fixnums.html#index-fxmax
rnrs arithmetic fixnums,fxmin,rnrs-arithmetic-fixnums.html#index-fxmin
rnrs arithmetic fixnums,fxmod,rnrs-arithmetic-fixnums.html#index-fxmod
rnrs arithmetic fixnums,fxmod0,rnrs-arithmetic-fixnums.html#index-fxmod0
rnrs arithmetic fixnums,fxnegative?,rnrs-arithmetic-fixnums.html#index-fxnegative_003f
rnrs arithmetic fixnums,fxnot,rnrs-arithmetic-fixnums.html#index-fxnot
rnrs arithmetic fixnums,fxodd?,rnrs-arithmetic-fixnums.html#index-fxodd_003f
rnrs arithmetic fixnums,fxpositive?,rnrs-arithmetic-fixnums.html#index-fxpositive_003f
rnrs arithmetic fixnums,fxreverse-bit-field,rnrs-arithmetic-fixnums.html#index-fxreverse_002dbit_002dfield
rnrs arithmetic fixnums,fxrotate-bit-field,rnrs-arithmetic-fixnums.html#index-fxrotate_002dbit_002dfield
rnrs arithmetic fixnums,fxxor,rnrs-arithmetic-fixnums.html#index-fxxor
rnrs arithmetic fixnums,fxzero?,rnrs-arithmetic-fixnums.html#index-fxzero_003f
System Commands,gc,System-Commands.html#index-gc
Garbage Collection Functions,gc,Garbage-Collection-Functions.html#index-gc-1
Garbage Collection Functions,gc-live-object-stats,Garbage-Collection-Functions.html#index-gc_002dlive_002dobject_002dstats
Garbage Collection Functions,gc-stats,Garbage-Collection-Functions.html#index-gc_002dstats
Integer Operations,gcd,Integer-Operations.html#index-gcd
rnrs base,gcd,rnrs-base.html#index-gcd-1
Statprof,gcprof,Statprof.html#index-gcprof
Inlined Mathematical Instructions,ge?,Inlined-Mathematical-Instructions.html#index-ge_003f
Syntax Transformer Helpers,generate-temporaries,Syntax-Transformer-Helpers.html#index-generate_002dtemporaries
rnrs syntax-case,generate-temporaries,rnrs-syntax_002dcase.html#index-generate_002dtemporaries-1
Generic Functions,generic-function-methods,Generic-Functions.html#index-generic_002dfunction_002dmethods
Generic Functions,generic-function-name,Generic-Functions.html#index-generic_002dfunction_002dname
Symbol Primitives,gensym,Symbol-Primitives.html#index-gensym
R6RS Binary Input,get-bytevector-all,R6RS-Binary-Input.html#index-get_002dbytevector_002dall
R6RS Binary Input,get-bytevector-n,R6RS-Binary-Input.html#index-get_002dbytevector_002dn
R6RS Binary Input,get-bytevector-n!,R6RS-Binary-Input.html#index-get_002dbytevector_002dn_0021
R6RS Binary Input,get-bytevector-some,R6RS-Binary-Input.html#index-get_002dbytevector_002dsome
R6RS Textual Input,get-char,R6RS-Textual-Input.html#index-get_002dchar
R6RS Textual Input,get-datum,R6RS-Textual-Input.html#index-get_002ddatum
SRFI-98,get-environment-variable,SRFI_002d98.html#index-get_002denvironment_002dvariable
SRFI-98,get-environment-variables,SRFI_002d98.html#index-get_002denvironment_002dvariables
Time,get-internal-real-time,Time.html#index-get_002dinternal_002dreal_002dtime
Time,get-internal-run-time,Time.html#index-get_002dinternal_002drun_002dtime
R6RS Textual Input,get-line,R6RS-Textual-Input.html#index-get_002dline
String Ports,get-output-string,String-Ports.html#index-get_002doutput_002dstring
Writing,get-print-state,Writing.html#index-get_002dprint_002dstate
R6RS Textual Input,get-string-all,R6RS-Textual-Input.html#index-get_002dstring_002dall
R6RS Textual Input,get-string-n,R6RS-Textual-Input.html#index-get_002dstring_002dn
R6RS Textual Input,get-string-n!,R6RS-Textual-Input.html#index-get_002dstring_002dn_0021
R6RS Binary Input,get-u8,R6RS-Binary-Input.html#index-get_002du8
Network Databases,getaddrinfo,Network-Databases.html#index-getaddrinfo
Processes,getaffinity,Processes.html#index-getaffinity
Processes,getcwd,Processes.html#index-getcwd
Processes,getegid,Processes.html#index-getegid
Runtime Environment,getenv,Runtime-Environment.html#index-getenv
Processes,geteuid,Processes.html#index-geteuid
Processes,getgid,Processes.html#index-getgid
User Information,getgr,User-Information.html#index-getgr
User Information,getgrent,User-Information.html#index-getgrent
User Information,getgrgid,User-Information.html#index-getgrgid
User Information,getgrnam,User-Information.html#index-getgrnam
Processes,getgroups,Processes.html#index-getgroups
Network Databases,gethost,Network-Databases.html#index-gethost
Network Databases,gethostbyaddr,Network-Databases.html#index-gethostbyaddr
Network Databases,gethostbyname,Network-Databases.html#index-gethostbyname
Network Databases,gethostent,Network-Databases.html#index-gethostent
System Identification,gethostname,System-Identification.html#index-gethostname
Signals,getitimer,Signals.html#index-getitimer
User Information,getlogin,User-Information.html#index-getlogin
Network Databases,getnet,Network-Databases.html#index-getnet
Network Databases,getnetbyaddr,Network-Databases.html#index-getnetbyaddr
Network Databases,getnetbyname,Network-Databases.html#index-getnetbyname
Network Databases,getnetent,Network-Databases.html#index-getnetent
getopt-long Reference,getopt-long,getopt_002dlong-Reference.html#index-getopt_002dlong
Encryption,getpass,Encryption.html#index-getpass
Network Sockets and Communication,getpeername,Network-Sockets-and-Communication.html#index-getpeername
Processes,getpgrp,Processes.html#index-getpgrp
Processes,getpid,Processes.html#index-getpid
Processes,getppid,Processes.html#index-getppid
Processes,getpriority,Processes.html#index-getpriority
Network Databases,getproto,Network-Databases.html#index-getproto
Network Databases,getprotobyname,Network-Databases.html#index-getprotobyname
Network Databases,getprotobynumber,Network-Databases.html#index-getprotobynumber
Network Databases,getprotoent,Network-Databases.html#index-getprotoent
User Information,getpw,User-Information.html#index-getpw
User Information,getpwent,User-Information.html#index-getpwent
User Information,getpwnam,User-Information.html#index-getpwnam
User Information,getpwuid,User-Information.html#index-getpwuid
Network Databases,getserv,Network-Databases.html#index-getserv
Network Databases,getservbyname,Network-Databases.html#index-getservbyname
Network Databases,getservbyport,Network-Databases.html#index-getservbyport
Network Databases,getservent,Network-Databases.html#index-getservent
Processes,getsid,Processes.html#index-getsid
Network Sockets and Communication,getsockname,Network-Sockets-and-Communication.html#index-getsockname
Network Sockets and Communication,getsockopt,Network-Sockets-and-Communication.html#index-getsockopt
SRFI-17,getter-with-setter,SRFI_002d17.html#index-getter_002dwith_002dsetter
Gettext Support,gettext,Gettext-Support.html#index-gettext
Time,gettimeofday,Time.html#index-gettimeofday
Processes,getuid,Processes.html#index-getuid
Time,gmtime,Time.html#index-gmtime
GOOPS Error Handling,goops-error,GOOPS-Error-Handling.html#index-goops_002derror
rnrs arithmetic fixnums,greatest-fixnum,rnrs-arithmetic-fixnums.html#index-greatest_002dfixnum
User Information,group:gid,User-Information.html#index-group_003agid
User Information,group:mem,User-Information.html#index-group_003amem
User Information,group:name,User-Information.html#index-group_003aname
User Information,group:passwd,User-Information.html#index-group_003apasswd
Inlined Mathematical Instructions,gt?,Inlined-Mathematical-Instructions.html#index-gt_003f
rnrs exceptions,guard,rnrs-exceptions.html#index-guard
Compilation,guild compile,Compilation.html#index-guild-compile
Autoconf Macros,GUILE_CHECK_RETVAL,Autoconf-Macros.html#index-GUILE_005fCHECK_005fRETVAL
Autoconf Macros,GUILE_FLAGS,Autoconf-Macros.html#index-GUILE_005fFLAGS
Autoconf Macros,GUILE_MODULE_AVAILABLE,Autoconf-Macros.html#index-GUILE_005fMODULE_005fAVAILABLE
Autoconf Macros,GUILE_MODULE_CHECK,Autoconf-Macros.html#index-GUILE_005fMODULE_005fCHECK
Autoconf Macros,GUILE_MODULE_EXPORTS,Autoconf-Macros.html#index-GUILE_005fMODULE_005fEXPORTS
Autoconf Macros,GUILE_MODULE_REQUIRED,Autoconf-Macros.html#index-GUILE_005fMODULE_005fREQUIRED
Autoconf Macros,GUILE_MODULE_REQUIRED_EXPORT,Autoconf-Macros.html#index-GUILE_005fMODULE_005fREQUIRED_005fEXPORT
Autoconf Macros,GUILE_PKG,Autoconf-Macros.html#index-GUILE_005fPKG
Autoconf Macros,GUILE_PROGS,Autoconf-Macros.html#index-GUILE_005fPROGS
Autoconf Macros,GUILE_SITE_DIR,Autoconf-Macros.html#index-GUILE_005fSITE_005fDIR
Miscellaneous Instructions,halt,Miscellaneous-Instructions.html#index-halt
Web Server,handle-request,Web-Server.html#index-handle_002drequest
Hash Table Reference,hash,Hash-Table-Reference.html#index-hash
SRFI-69 Hash table algorithms,hash,SRFI_002d69-Hash-table-algorithms.html#index-hash-1
SRFI-69 Hash table algorithms,hash-by-identity,SRFI_002d69-Hash-table-algorithms.html#index-hash_002dby_002didentity
Hash Table Reference,hash-clear!,Hash-Table-Reference.html#index-hash_002dclear_0021
Hash Table Reference,hash-count,Hash-Table-Reference.html#index-hash_002dcount
Hash Table Reference,hash-create-handle!,Hash-Table-Reference.html#index-hash_002dcreate_002dhandle_0021
Hash Table Reference,hash-fold,Hash-Table-Reference.html#index-hash_002dfold
Hash Table Reference,hash-for-each,Hash-Table-Reference.html#index-hash_002dfor_002deach
Hash Table Reference,hash-for-each-handle,Hash-Table-Reference.html#index-hash_002dfor_002deach_002dhandle
Hash Table Reference,hash-get-handle,Hash-Table-Reference.html#index-hash_002dget_002dhandle
Hash Table Reference,hash-map->list,Hash-Table-Reference.html#index-hash_002dmap_002d_003elist
Hash Table Reference,hash-ref,Hash-Table-Reference.html#index-hash_002dref
Hash Table Reference,hash-remove!,Hash-Table-Reference.html#index-hash_002dremove_0021
Hash Table Reference,hash-set!,Hash-Table-Reference.html#index-hash_002dset_0021
SRFI-69 Table properties,hash-table->alist,SRFI_002d69-Table-properties.html#index-hash_002dtable_002d_003ealist
SRFI-69 Accessing table items,hash-table-delete!,SRFI_002d69-Accessing-table-items.html#index-hash_002dtable_002ddelete_0021
SRFI-69 Hash table algorithms,hash-table-equivalence-function,SRFI_002d69-Hash-table-algorithms.html#index-hash_002dtable_002dequivalence_002dfunction
SRFI-69 Accessing table items,hash-table-exists?,SRFI_002d69-Accessing-table-items.html#index-hash_002dtable_002dexists_003f
SRFI-69 Table properties,hash-table-fold,SRFI_002d69-Table-properties.html#index-hash_002dtable_002dfold
SRFI-69 Hash table algorithms,hash-table-hash-function,SRFI_002d69-Hash-table-algorithms.html#index-hash_002dtable_002dhash_002dfunction
SRFI-69 Table properties,hash-table-keys,SRFI_002d69-Table-properties.html#index-hash_002dtable_002dkeys
SRFI-69 Accessing table items,hash-table-ref,SRFI_002d69-Accessing-table-items.html#index-hash_002dtable_002dref
SRFI-69 Accessing table items,hash-table-ref/default,SRFI_002d69-Accessing-table-items.html#index-hash_002dtable_002dref_002fdefault
SRFI-69 Accessing table items,hash-table-set!,SRFI_002d69-Accessing-table-items.html#index-hash_002dtable_002dset_0021
SRFI-69 Table properties,hash-table-size,SRFI_002d69-Table-properties.html#index-hash_002dtable_002dsize
SRFI-69 Accessing table items,hash-table-update!,SRFI_002d69-Accessing-table-items.html#index-hash_002dtable_002dupdate_0021
SRFI-69 Accessing table items,hash-table-update!/default,SRFI_002d69-Accessing-table-items.html#index-hash_002dtable_002dupdate_0021_002fdefault
SRFI-69 Table properties,hash-table-values,SRFI_002d69-Table-properties.html#index-hash_002dtable_002dvalues
SRFI-69 Table properties,hash-table-walk,SRFI_002d69-Table-properties.html#index-hash_002dtable_002dwalk
Hash Table Reference,hash-table?,Hash-Table-Reference.html#index-hash_002dtable_003f
Hash Table Reference,hashq,Hash-Table-Reference.html#index-hashq
Hash Table Reference,hashq-create-handle!,Hash-Table-Reference.html#index-hashq_002dcreate_002dhandle_0021
Hash Table Reference,hashq-get-handle,Hash-Table-Reference.html#index-hashq_002dget_002dhandle
Hash Table Reference,hashq-ref,Hash-Table-Reference.html#index-hashq_002dref
Hash Table Reference,hashq-remove!,Hash-Table-Reference.html#index-hashq_002dremove_0021
Hash Table Reference,hashq-set!,Hash-Table-Reference.html#index-hashq_002dset_0021
rnrs hashtables,hashtable-clear!,rnrs-hashtables.html#index-hashtable_002dclear_0021
rnrs hashtables,hashtable-clear!,rnrs-hashtables.html#index-hashtable_002dclear_0021-1
rnrs hashtables,hashtable-contains?,rnrs-hashtables.html#index-hashtable_002dcontains_003f
rnrs hashtables,hashtable-copy,rnrs-hashtables.html#index-hashtable_002dcopy
rnrs hashtables,hashtable-copy,rnrs-hashtables.html#index-hashtable_002dcopy-1
rnrs hashtables,hashtable-delete!,rnrs-hashtables.html#index-hashtable_002ddelete_0021
rnrs hashtables,hashtable-entries,rnrs-hashtables.html#index-hashtable_002dentries
rnrs hashtables,hashtable-equivalence-function,rnrs-hashtables.html#index-hashtable_002dequivalence_002dfunction
rnrs hashtables,hashtable-hash-function,rnrs-hashtables.html#index-hashtable_002dhash_002dfunction
rnrs hashtables,hashtable-keys,rnrs-hashtables.html#index-hashtable_002dkeys
rnrs hashtables,hashtable-mutable?,rnrs-hashtables.html#index-hashtable_002dmutable_003f
rnrs hashtables,hashtable-ref,rnrs-hashtables.html#index-hashtable_002dref
rnrs hashtables,hashtable-set!,rnrs-hashtables.html#index-hashtable_002dset_0021
rnrs hashtables,hashtable-size,rnrs-hashtables.html#index-hashtable_002dsize
rnrs hashtables,hashtable-update!,rnrs-hashtables.html#index-hashtable_002dupdate_0021
rnrs hashtables,hashtable?,rnrs-hashtables.html#index-hashtable_003f
Hash Table Reference,hashv,Hash-Table-Reference.html#index-hashv
Hash Table Reference,hashv-create-handle!,Hash-Table-Reference.html#index-hashv_002dcreate_002dhandle_0021
Hash Table Reference,hashv-get-handle,Hash-Table-Reference.html#index-hashv_002dget_002dhandle
Hash Table Reference,hashv-ref,Hash-Table-Reference.html#index-hashv_002dref
Hash Table Reference,hashv-remove!,Hash-Table-Reference.html#index-hashv_002dremove_0021
Hash Table Reference,hashv-set!,Hash-Table-Reference.html#index-hashv_002dset_0021
Hash Table Reference,hashx-create-handle!,Hash-Table-Reference.html#index-hashx_002dcreate_002dhandle_0021
Hash Table Reference,hashx-get-handle,Hash-Table-Reference.html#index-hashx_002dget_002dhandle
Hash Table Reference,hashx-ref,Hash-Table-Reference.html#index-hashx_002dref
Hash Table Reference,hashx-remove!,Hash-Table-Reference.html#index-hashx_002dremove_0021
Hash Table Reference,hashx-set!,Hash-Table-Reference.html#index-hashx_002dset_0021
HTTP,header->string,HTTP.html#index-header_002d_003estring
HTTP,header-parser,HTTP.html#index-header_002dparser
HTTP,header-validator,HTTP.html#index-header_002dvalidator
HTTP,header-writer,HTTP.html#index-header_002dwriter
Help Commands,help,Help-Commands.html#index-help
Hook Reference,hook->list,Hook-Reference.html#index-hook_002d_003elist
Hook Reference,hook-empty?,Hook-Reference.html#index-hook_002dempty_003f
Hook Reference,hook?,Hook-Reference.html#index-hook_003f
Network Databases,hostent:addr-list,Network-Databases.html#index-hostent_003aaddr_002dlist
Network Databases,hostent:addrtype,Network-Databases.html#index-hostent_003aaddrtype
Network Databases,hostent:aliases,Network-Databases.html#index-hostent_003aaliases
Network Databases,hostent:length,Network-Databases.html#index-hostent_003alength
Network Databases,hostent:name,Network-Databases.html#index-hostent_003aname
Web Server,http,Web-Server.html#index-http
Web Client,http-delete,Web-Client.html#index-http_002ddelete
Web Client,http-get,Web-Client.html#index-http_002dget
Web Client,http-head,Web-Client.html#index-http_002dhead
Web Client,http-options,Web-Client.html#index-http_002doptions
Web Client,http-post,Web-Client.html#index-http_002dpost
Web Client,http-put,Web-Client.html#index-http_002dput
Web Client,http-trace,Web-Client.html#index-http_002dtrace
R6RS Transcoders,i/o-decoding-error?,R6RS-Transcoders.html#index-i_002fo_002ddecoding_002derror_003f
R6RS Transcoders,i/o-encoding-error-char,R6RS-Transcoders.html#index-i_002fo_002dencoding_002derror_002dchar
R6RS Transcoders,i/o-encoding-error?,R6RS-Transcoders.html#index-i_002fo_002dencoding_002derror_003f
I/O Conditions,i/o-error-filename,I_002fO-Conditions.html#index-i_002fo_002derror_002dfilename
I/O Conditions,i/o-error-port,I_002fO-Conditions.html#index-i_002fo_002derror_002dport
I/O Conditions,i/o-error-position,I_002fO-Conditions.html#index-i_002fo_002derror_002dposition
I/O Conditions,i/o-error?,I_002fO-Conditions.html#index-i_002fo_002derror_003f
I/O Conditions,i/o-file-already-exists-error?,I_002fO-Conditions.html#index-i_002fo_002dfile_002dalready_002dexists_002derror_003f
I/O Conditions,i/o-file-does-not-exist-error?,I_002fO-Conditions.html#index-i_002fo_002dfile_002ddoes_002dnot_002dexist_002derror_003f
I/O Conditions,i/o-file-is-read-only-error?,I_002fO-Conditions.html#index-i_002fo_002dfile_002dis_002dread_002donly_002derror_003f
I/O Conditions,i/o-file-protection-error?,I_002fO-Conditions.html#index-i_002fo_002dfile_002dprotection_002derror_003f
I/O Conditions,i/o-filename-error?,I_002fO-Conditions.html#index-i_002fo_002dfilename_002derror_003f
I/O Conditions,i/o-invalid-position-error?,I_002fO-Conditions.html#index-i_002fo_002dinvalid_002dposition_002derror_003f
I/O Conditions,i/o-port-error?,I_002fO-Conditions.html#index-i_002fo_002dport_002derror_003f
I/O Conditions,i/o-read-error?,I_002fO-Conditions.html#index-i_002fo_002dread_002derror_003f
I/O Conditions,i/o-write-error?,I_002fO-Conditions.html#index-i_002fo_002dwrite_002derror_003f
Identifier Macros,identifier-syntax,Identifier-Macros.html#index-identifier_002dsyntax
Identifier Macros,identifier-syntax,Identifier-Macros.html#index-identifier_002dsyntax-1
rnrs base,identifier-syntax,rnrs-base.html#index-identifier_002dsyntax-2
Syntax Case,identifier?,Syntax-Case.html#index-identifier_003f
rnrs syntax-case,identifier?,rnrs-syntax_002dcase.html#index-identifier_003f-1
Higher-Order Functions,identity,Higher_002dOrder-Functions.html#index-identity
Conditionals,if,Conditionals.html#index-if-1
rnrs base,if,rnrs-base.html#index-if-2
Complex,imag-part,Complex.html#index-imag_002dpart
rnrs base,imag-part,rnrs-base.html#index-imag_002dpart-1
rnrs conditions,implementation-restriction-violation?,rnrs-conditions.html#index-implementation_002drestriction_002dviolation_003f
Module Commands,import,Module-Commands.html#index-import
R6RS Libraries,import,R6RS-Libraries.html#index-import-1
Module Commands,in,Module-Commands.html#index-in
Module Commands,in,Module-Commands.html#index-in-1
Local Inclusion,include,Local-Inclusion.html#index-include
Local Inclusion,include-from-path,Local-Inclusion.html#index-include_002dfrom_002dpath
Network Address Conversion,inet-aton,Network-Address-Conversion.html#index-inet_002daton
Network Address Conversion,inet-lnaof,Network-Address-Conversion.html#index-inet_002dlnaof
Network Address Conversion,inet-makeaddr,Network-Address-Conversion.html#index-inet_002dmakeaddr
Network Address Conversion,inet-netof,Network-Address-Conversion.html#index-inet_002dnetof
Network Address Conversion,inet-ntoa,Network-Address-Conversion.html#index-inet_002dntoa
Network Address Conversion,inet-ntop,Network-Address-Conversion.html#index-inet_002dntop
Network Address Conversion,inet-pton,Network-Address-Conversion.html#index-inet_002dpton
rnrs base,inexact,rnrs-base.html#index-inexact
Exactness,inexact->exact,Exactness.html#index-inexact_002d_003eexact
rnrs r5rs,inexact->exact,rnrs-r5rs.html#index-inexact_002d_003eexact-1
Exactness,inexact?,Exactness.html#index-inexact_003f
rnrs base,inexact?,rnrs-base.html#index-inexact_003f-1
Reals and Rationals,inf,Reals-and-Rationals.html#index-inf
Reals and Rationals,inf?,Reals-and-Rationals.html#index-inf_003f
rnrs base,infinite?,rnrs-base.html#index-infinite_003f
Ports,input-port?,Ports.html#index-input_002dport_003f
R6RS Input Ports,input-port?,R6RS-Input-Ports.html#index-input_002dport_003f-1
rnrs io simple,input-port?,rnrs-io-simple.html#index-input_002dport_003f-2
Inspect Commands,inspect,Inspect-Commands.html#index-inspect
High-Level Traps,install-trap-handler!,High_002dLevel-Traps.html#index-install_002dtrap_002dhandler_0021
Instances,instance?,Instances.html#index-instance_003f
Code Coverage,instrumented-source-files,Code-Coverage.html#index-instrumented_002dsource_002dfiles
Code Coverage,instrumented/executed-lines,Code-Coverage.html#index-instrumented_002fexecuted_002dlines
Characters,integer->char,Characters.html#index-integer_002d_003echar
rnrs base,integer->char,rnrs-base.html#index-integer_002d_003echar-1
SRFI-60,integer->list,SRFI_002d60.html#index-integer_002d_003elist
Bitwise Operations,integer-expt,Bitwise-Operations.html#index-integer_002dexpt
Bitwise Operations,integer-length,Bitwise-Operations.html#index-integer_002dlength
rnrs base,integer-valued?,rnrs-base.html#index-integer_002dvalued_003f
Integers,integer?,Integers.html#index-integer_003f
rnrs base,integer?,rnrs-base.html#index-integer_003f-1
Fly Evaluation,interaction-environment,Fly-Evaluation.html#index-interaction_002denvironment
SRFI-1 Constructors,iota,SRFI_002d1-Constructors.html#index-iota
rnrs conditions,irritants-condition?,rnrs-conditions.html#index-irritants_002dcondition_003f
Instances,is-a?,Instances.html#index-is_002da_003f
Terminals and Ptys,isatty?,Terminals-and-Ptys.html#index-isatty_003f
Threads,join-thread,Threads.html#index-join_002dthread
SRFI-18 Exceptions,join-timeout-exception?,SRFI_002d18-Exceptions.html#index-join_002dtimeout_002dexception_003f
SRFI-19 Time/Date conversions,julian-day->date,SRFI_002d19-Time_002fDate-conversions.html#index-julian_002dday_002d_003edate
SRFI-19 Time/Date conversions,julian-day->time-monotonic,SRFI_002d19-Time_002fDate-conversions.html#index-julian_002dday_002d_003etime_002dmonotonic
SRFI-19 Time/Date conversions,julian-day->time-tai,SRFI_002d19-Time_002fDate-conversions.html#index-julian_002dday_002d_003etime_002dtai
SRFI-19 Time/Date conversions,julian-day->time-utc,SRFI_002d19-Time_002fDate-conversions.html#index-julian_002dday_002d_003etime_002dutc
SRFI-88,keyword->string,SRFI_002d88.html#index-keyword_002d_003estring
Keyword Procedures,keyword->symbol,Keyword-Procedures.html#index-keyword_002d_003esymbol
Keyword Procedures,keyword?,Keyword-Procedures.html#index-keyword_003f
SRFI-88,keyword?,SRFI_002d88.html#index-keyword_003f-1
Signals,kill,Signals.html#index-kill
HTTP,known-header?,HTTP.html#index-known_002dheader_003f
LALR(1) Parsing,lalr-parser,LALR_00281_0029-Parsing.html#index-lalr_002dparser
Lambda,lambda,Lambda.html#index-lambda-1
rnrs base,lambda,rnrs-base.html#index-lambda-2
lambda* and define*,lambda*,lambda_002a-and-define_002a.html#index-lambda_002a
Language Commands,language,Language-Commands.html#index-language
SRFI-1 Selectors,last,SRFI_002d1-Selectors.html#index-last
List Selection,last-pair,List-Selection.html#index-last_002dpair
R6RS Transcoders,latin-1-codec,R6RS-Transcoders.html#index-latin_002d1_002dcodec
SRFI-45,lazy,SRFI_002d45.html#index-lazy
File System,lchown,File-System.html#index-lchown
Integer Operations,lcm,Integer-Operations.html#index-lcm
rnrs base,lcm,rnrs-base.html#index-lcm-1
Inlined Mathematical Instructions,le?,Inlined-Mathematical-Instructions.html#index-le_003f
rnrs arithmetic fixnums,least-fixnum,rnrs-arithmetic-fixnums.html#index-least_002dfixnum
texinfo string-utils,left-justify-string,texinfo-string_002dutils.html#index-left_002djustify_002dstring
List Selection,length,List-Selection.html#index-length
rnrs base,length,rnrs-base.html#index-length-1
SRFI-1 Length Append etc,length+,SRFI_002d1-Length-Append-etc.html#index-length_002b
Local Bindings,let,Local-Bindings.html#index-let
while do,let,while-do.html#index-let-1
rnrs base,let,rnrs-base.html#index-let-2
Local Bindings,let*,Local-Bindings.html#index-let_002a
rnrs base,let*,rnrs-base.html#index-let_002a-1
SRFI-11,let*-values,SRFI_002d11.html#index-let_002a_002dvalues
rnrs base,let*-values,rnrs-base.html#index-let_002a_002dvalues-1
Prompt Primitives,let-escape-continuation,Prompt-Primitives.html#index-let_002descape_002dcontinuation
ice-9 optargs,let-keywords,ice_002d9-optargs.html#index-let_002dkeywords
ice-9 optargs,let-keywords*,ice_002d9-optargs.html#index-let_002dkeywords_002a
ice-9 optargs,let-optional,ice_002d9-optargs.html#index-let_002doptional
ice-9 optargs,let-optional*,ice_002d9-optargs.html#index-let_002doptional_002a
Defining Macros,let-syntax,Defining-Macros.html#index-let_002dsyntax
rnrs base,let-syntax,rnrs-base.html#index-let_002dsyntax-1
SRFI-11,let-values,SRFI_002d11.html#index-let_002dvalues
rnrs base,let-values,rnrs-base.html#index-let_002dvalues-1
Prompt Primitives,let/ec,Prompt-Primitives.html#index-let_002fec
Parallel Forms,letpar,Parallel-Forms.html#index-letpar
Local Bindings,letrec,Local-Bindings.html#index-letrec
rnrs base,letrec,rnrs-base.html#index-letrec-1
Local Bindings,letrec*,Local-Bindings.html#index-letrec_002a
rnrs base,letrec*,rnrs-base.html#index-letrec_002a-1
Defining Macros,letrec-syntax,Defining-Macros.html#index-letrec_002dsyntax
rnrs base,letrec-syntax,rnrs-base.html#index-letrec_002dsyntax-1
rnrs conditions,lexical-violation?,rnrs-conditions.html#index-lexical_002dviolation_003f
R6RS Libraries,library,R6RS-Libraries.html#index-library
Code Coverage,line-execution-counts,Code-Coverage.html#index-line_002dexecution_002dcounts
File System,link,File-System.html#index-link
Top-Level Environment Instructions,link-now,Top_002dLevel-Environment-Instructions.html#index-link_002dnow
List Constructors,list,List-Constructors.html#index-list-1
rnrs base,list,rnrs-base.html#index-list-2
Data Constructor Instructions,list,Data-Constructor-Instructions.html#index-list-3
Array Procedures,list->array,Array-Procedures.html#index-list_002d_003earray
Bit Vectors,list->bitvector,Bit-Vectors.html#index-list_002d_003ebitvector
SRFI-4 API,list->c32vector,SRFI_002d4-API.html#index-list_002d_003ec32vector
SRFI-4 API,list->c64vector,SRFI_002d4-API.html#index-list_002d_003ec64vector
Creating Character Sets,list->char-set,Creating-Character-Sets.html#index-list_002d_003echar_002dset
Creating Character Sets,list->char-set!,Creating-Character-Sets.html#index-list_002d_003echar_002dset_0021
SRFI-4 API,list->f32vector,SRFI_002d4-API.html#index-list_002d_003ef32vector
SRFI-4 API,list->f64vector,SRFI_002d4-API.html#index-list_002d_003ef64vector
SRFI-60,list->integer,SRFI_002d60.html#index-list_002d_003einteger
SRFI-4 API,list->s16vector,SRFI_002d4-API.html#index-list_002d_003es16vector
SRFI-4 API,list->s32vector,SRFI_002d4-API.html#index-list_002d_003es32vector
SRFI-4 API,list->s64vector,SRFI_002d4-API.html#index-list_002d_003es64vector
